EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 07-12-2020
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : precipitation amount in 0.1 mm
30-34 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 105238) of GREECE, CHANIA (STAID: 754)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   RR, Q_RR
   754,105238,19581012,    0,    0
   754,105238,19581013,    0,    0
   754,105238,19581014,    0,    0
   754,105238,19581015,    0,    0
   754,105238,19581016,    0,    0
   754,105238,19581017,    0,    0
   754,105238,19581018,    0,    0
   754,105238,19581019,    0,    0
   754,105238,19581020,    0,    0
   754,105238,19581021,    0,    0
   754,105238,19581022,    0,    0
   754,105238,19581023,   58,    0
   754,105238,19581024,  478,    0
   754,105238,19581025,    0,    0
   754,105238,19581026,    0,    0
   754,105238,19581027,    0,    0
   754,105238,19581028,    0,    0
   754,105238,19581029,    0,    0
   754,105238,19581030,   22,    0
   754,105238,19581031,    0,    0
   754,105238,19581101,    0,    0
   754,105238,19581102,    0,    0
   754,105238,19581103,    0,    0
   754,105238,19581104,   11,    0
   754,105238,19581105,    0,    0
   754,105238,19581106,   10,    0
   754,105238,19581107,    0,    0
   754,105238,19581108,    7,    0
   754,105238,19581109,    2,    0
   754,105238,19581110,  146,    0
   754,105238,19581111,    0,    0
   754,105238,19581112,    0,    0
   754,105238,19581113,    0,    0
   754,105238,19581114,    4,    0
   754,105238,19581115,    0,    0
   754,105238,19581116,    0,    0
   754,105238,19581117,   50,    0
   754,105238,19581118,    3,    0
   754,105238,19581119,   24,    0
   754,105238,19581120,    7,    0
   754,105238,19581121,    3,    0
   754,105238,19581122,    0,    0
   754,105238,19581123,    0,    0
   754,105238,19581124,    0,    0
   754,105238,19581125,    0,    0
   754,105238,19581126,   58,    0
   754,105238,19581127,  114,    0
   754,105238,19581128,  363,    0
   754,105238,19581129,   15,    0
   754,105238,19581130,    8,    0
   754,105238,19581201,    0,    0
   754,105238,19581202,   75,    0
   754,105238,19581203,   20,    0
   754,105238,19581204,  259,    0
   754,105238,19581205,  314,    0
   754,105238,19581206,  113,    0
   754,105238,19581207,  411,    0
   754,105238,19581208,    2,    0
   754,105238,19581209,    0,    0
   754,105238,19581210,    7,    0
   754,105238,19581211,    0,    0
   754,105238,19581212,  292,    0
   754,105238,19581213,   36,    0
   754,105238,19581214,    0,    0
   754,105238,19581215,    0,    0
   754,105238,19581216,   34,    0
   754,105238,19581217,   39,    0
   754,105238,19581218,    0,    0
   754,105238,19581219,    0,    0
   754,105238,19581220,    0,    0
   754,105238,19581221,    0,    0
   754,105238,19581222,    0,    0
   754,105238,19581223,    0,    0
   754,105238,19581224,    0,    0
   754,105238,19581225,    1,    0
   754,105238,19581226,    0,    0
   754,105238,19581227,    8,    0
   754,105238,19581228,    0,    0
   754,105238,19581229,    3,    0
   754,105238,19581230,   74,    0
   754,105238,19581231,    0,    0
   754,105238,19590101,    0,    0
   754,105238,19590102,   10,    0
   754,105238,19590103,   15,    0
   754,105238,19590104,    8,    0
   754,105238,19590105,   64,    0
   754,105238,19590106,   75,    0
   754,105238,19590107,    3,    0
